instance,time0[s],time1[s],time2[s],time3[s],time4[s],time5[s],time6[s],time7[s],time8[s],time9[s]
exhsearch_s13_d4_num1,1.7414023000000043,1.7502875999999787,1.743354600000032,1.737559200000021,1.7384194999999636,1.7445780999999556,1.7534186999999974,1.7431308999999828,1.74545710000001,1.737309899999957
exhsearch_s13_d4_num10,22.981253899999956,24.929963000000043,22.991338199999973,22.954140199999983,23.04030750000004,23.026550499999985,22.96198770000001,22.952755699999898,22.92792529999997,23.04062810000005
exhsearch_s13_d4_num2,2.3437165999999934,2.343454900000097,2.346739200000002,2.3470352000000503,2.3478791,2.346686800000043,2.338516600000048,2.345934400000033,2.335924500000033,2.3360124000000724
exhsearch_s13_d4_num3,1.0586927000000514,1.065065499999946,1.058045800000059,1.0562294000000065,1.0577921000000288,1.0597381000000041,1.0661161000000448,1.064144400000032,1.057226900000046,1.058799199999953
exhsearch_s13_d4_num4,0.9649455999999645,0.9734109999999419,0.9730737999999519,0.9684303999999884,0.9672570999999834,0.9623546999999917,0.9648843999999599,0.9712924000000385,0.9670532000000094,0.9647832000000562
exhsearch_s13_d4_num5,4.604552300000023,4.573620799999958,4.544602099999906,4.571955300000013,4.559224399999948,4.562330200000019,4.555233999999928,4.5627680000000055,4.57473600000003,4.567212400000017
exhsearch_s13_d4_num6,3.229456599999935,3.244811499999969,3.2331163999999717,3.2745910999999523,3.233074600000009,3.239587400000005,3.2280379999999695,3.2403311000000485,3.2410269999999173,3.2309581000000662
exhsearch_s13_d4_num7,0.30342749999999796,0.30263879999995424,0.3056050000000141,0.30592730000000756,0.30719299999998384,0.30697029999998904,0.30470739999998386,0.3045783999999685,0.30497860000002674,0.30504180000002634
exhsearch_s13_d4_num8,20.268312100000003,20.30990209999993,20.337602800000013,20.29116590000001,20.29210210000008,20.474658299999987,20.367347599999903,20.297925499999906,20.273293299999864,20.301909499999965
exhsearch_s13_d4_num9,1.7494590999999673,1.747293099999979,1.7472007999999732,1.7534670000000006,1.7516048999998475,1.749235699999872,1.740607799999907,1.7491210000000592,1.748810899999853,1.7489376000000902
exhsearch_s7_d1_num1,0.00024970000004032045,0.00018950000003314926,0.00017209999987244373,0.000167199999850709,0.00016439999990325305,0.00016210000012506498,0.00016189999996640836,0.0002058000000033644,0.0001752000000578846,0.00016529999993508682
